Source_Dataset,Original_Degree,Original_CGPA,ML_Degree_Code,ML_Spec_Code,ML_CGPA_Norm,ML_YoG,ML_Cert_Count
Academic Performance (V2),CVE,4.44,2,6,0.89,2014,0
Academic Performance (V2),CVE,2.81,2,6,0.56,2014,0
Academic Performance (V2),CVE,2.92,2,6,0.58,2014,0
Academic Performance (V2),CVE,3.90,2,6,0.78,2014,0
Academic Performance (V2),CVE,2.61,2,6,0.52,2014,0
Academic Performance (V2),CIS,1.90,1,1,0.38,2010,0
Academic Performance (V2),CIS,1.95,1,1,0.39,2010,0
Academic Performance (V2),CIS,3.77,1,1,0.75,2010,0
Academic Performance (V2),CIS,2.24,1,1,0.45,2011,0
Academic Performance (V2),CIS,4.30,1,1,0.86,2010,0
Academic Performance (V2),CIS,1.91,1,1,0.38,2010,0
Academic Performance (V2),CIS,2.55,1,1,0.51,2011,0
Academic Performance (V2),CIS,2.28,1,1,0.46,2010,0
Academic Performance (V2),CIS,2.37,1,1,0.47,2010,0
Academic Performance (V2),CIS,3.99,1,1,0.8,2010,0
Academic Performance (V2),CIS,3.88,1,1,0.78,2010,0
Academic Performance (V2),CIS,3.18,1,1,0.64,2010,0
Academic Performance (V2),CIS,4.70,1,1,0.94,2010,0
Academic Performance (V2),CIS,4.39,1,1,0.88,2010,0
Academic Performance (V2),CIS,2.55,1,1,0.51,2010,0
Academic Performance (V2),CIS,2.91,1,1,0.58,2010,0
Academic Performance (V2),CIS,3.15,1,1,0.63,2010,0
Academic Performance (V2),CIS,4.36,1,1,0.87,2010,0
Academic Performance (V2),CIS,4.73,1,1,0.95,2010,0
Academic Performance (V2),CIS,3.73,1,1,0.75,2010,0
Academic Performance (V2),CIS,2.70,1,1,0.54,2010,0
Academic Performance (V2),CIS,4.43,1,1,0.89,2010,0
Academic Performance (V2),CIS,2.09,1,1,0.42,2011,0
Academic Performance (V2),CIS,3.47,1,1,0.69,2010,0
Academic Performance (V2),CIS,2.20,1,1,0.44,2010,0
Academic Performance (V2),CIS,4.78,1,1,0.96,2010,0
Academic Performance (V2),CIS,2.81,1,1,0.56,2010,0
Academic Performance (V2),CIS,3.79,1,1,0.76,2010,0
Academic Performance (V2),CIS,3.88,1,1,0.78,2010,0
Academic Performance (V2),CIS,4.75,1,1,0.95,2010,0
Academic Performance (V2),CIS,3.27,1,1,0.65,2010,0
Academic Performance (V2),CIS,4.70,1,1,0.94,2010,0
Academic Performance (V2),CIS,3.02,1,1,0.6,2010,0
Academic Performance (V2),CIS,3.36,1,1,0.67,2010,0
Academic Performance (V2),CIS,3.81,1,1,0.76,2010,0
Academic Performance (V2),CIS,3.39,1,1,0.68,2010,0
Academic Performance (V2),CIS,3.41,1,1,0.68,2010,0
Academic Performance (V2),CIS,3.67,1,1,0.73,2010,0
Academic Performance (V2),CIS,3.48,1,1,0.7,2010,0
Academic Performance (V2),CIS,2.55,1,1,0.51,2010,0
Academic Performance (V2),CIS,3.43,1,1,0.69,2010,0
Academic Performance (V2),CIS,3.18,1,1,0.64,2010,0
Academic Performance (V2),CIS,2.17,1,1,0.43,2010,0
Academic Performance (V2),CIS,3.51,1,1,0.7,2010,0
Academic Performance (V2),CIS,3.44,1,1,0.69,2010,0
Academic Performance (V2),CIS,3.03,1,1,0.61,2010,0
Academic Performance (V2),CIS,2.62,1,1,0.52,2011,0
Academic Performance (V2),CIS,4.22,1,1,0.84,2011,0
Academic Performance (V2),CIS,2.43,1,1,0.49,2011,0
Academic Performance (V2),CIS,2.81,1,1,0.56,2011,0
Academic Performance (V2),CIS,3.68,1,1,0.74,2011,0
Academic Performance (V2),CIS,3.75,1,1,0.75,2011,0
Academic Performance (V2),CIS,2.46,1,1,0.49,2011,0
Academic Performance (V2),CIS,2.92,1,1,0.58,2011,0
Academic Performance (V2),CIS,4.44,1,1,0.89,2011,0
Academic Performance (V2),CIS,3.19,1,1,0.64,2012,0
Academic Performance (V2),CIS,3.89,1,1,0.78,2011,0
Academic Performance (V2),CIS,3.13,1,1,0.63,2011,0
Academic Performance (V2),CIS,4.00,1,1,0.8,2011,0
Academic Performance (V2),CIS,3.16,1,1,0.63,2011,0
Academic Performance (V2),CIS,2.59,1,1,0.52,2011,0
Academic Performance (V2),CIS,4.57,1,1,0.91,2011,0
Academic Performance (V2),CIS,2.79,1,1,0.56,2011,0
Academic Performance (V2),CIS,2.76,1,1,0.55,2011,0
Academic Performance (V2),CIS,2.70,1,1,0.54,2011,0
Academic Performance (V2),CIS,2.76,1,1,0.55,2011,0
Academic Performance (V2),CIS,2.74,1,1,0.55,2011,0
Academic Performance (V2),CIS,2.44,1,1,0.49,2011,0
Academic Performance (V2),CIS,3.65,1,1,0.73,2011,0
Academic Performance (V2),CIS,3.73,1,1,0.75,2011,0
Academic Performance (V2),CIS,4.50,1,1,0.9,2011,0
Academic Performance (V2),CIS,4.23,1,1,0.85,2011,0
Academic Performance (V2),CIS,2.96,1,1,0.59,2011,0
Academic Performance (V2),CIS,2.51,1,1,0.5,2011,0
Academic Performance (V2),CIS,2.34,1,1,0.47,2011,0
Academic Performance (V2),CIS,3.99,1,1,0.8,2011,0
Academic Performance (V2),CIS,3.87,1,1,0.77,2011,0
Academic Performance (V2),CIS,2.67,1,1,0.53,2011,0
Academic Performance (V2),CIS,2.71,1,1,0.54,2012,0
Academic Performance (V2),CIS,2.54,1,1,0.51,2011,0
Academic Performance (V2),CIS,2.62,1,1,0.52,2011,0
Academic Performance (V2),CIS,2.93,1,1,0.59,2011,0
Academic Performance (V2),CIS,2.84,1,1,0.57,2012,0
Academic Performance (V2),CIS,3.49,1,1,0.7,2011,0
Academic Performance (V2),CIS,2.59,1,1,0.52,2011,0
Academic Performance (V2),CIS,1.95,1,1,0.39,2012,0
Academic Performance (V2),CIS,3.37,1,1,0.67,2011,0
Academic Performance (V2),CIS,4.08,1,1,0.82,2011,0
Academic Performance (V2),CIS,2.54,1,1,0.51,2011,0
Academic Performance (V2),CIS,3.47,1,1,0.69,2011,0
Academic Performance (V2),CIS,3.33,1,1,0.67,2011,0
Academic Performance (V2),CIS,2.35,1,1,0.47,2012,0
Academic Performance (V2),CIS,4.05,1,1,0.81,2011,0
Academic Performance (V2),CIS,2.15,1,1,0.43,2012,0
Academic Performance (V2),CIS,2.77,1,1,0.55,2011,0
Academic Performance (V2),CIS,2.45,1,1,0.49,2011,0
Academic Performance (V2),CIS,3.09,1,1,0.62,2011,0
Academic Performance (V2),CIS,3.66,1,1,0.73,2011,0
Academic Performance (V2),CIS,2.84,1,1,0.57,2012,0
Academic Performance (V2),CIS,3.57,1,1,0.71,2011,0
Academic Performance (V2),CIS,2.44,1,1,0.49,2012,0
Academic Performance (V2),CIS,3.56,1,1,0.71,2011,0
Academic Performance (V2),CIS,2.51,1,1,0.5,2011,0
Academic Performance (V2),CIS,3.04,1,1,0.61,2011,0
Academic Performance (V2),CIS,1.97,1,1,0.39,2013,0
Academic Performance (V2),CIS,3.52,1,1,0.7,2011,0
Academic Performance (V2),CIS,4.41,1,1,0.88,2011,0
Academic Performance (V2),CIS,2.78,1,1,0.56,2011,0
Academic Performance (V2),CIS,3.25,1,1,0.65,2011,0
Academic Performance (V2),CIS,4.16,1,1,0.83,2011,0
Academic Performance (V2),CIS,3.18,1,1,0.64,2011,0
Academic Performance (V2),CIS,3.88,1,1,0.78,2011,0
Academic Performance (V2),CIS,2.60,1,1,0.52,2013,0
Academic Performance (V2),CIS,3.44,1,1,0.69,2011,0
Academic Performance (V2),CIS,2.50,1,1,0.5,2011,0
Academic Performance (V2),CIS,3.58,1,1,0.72,2011,0
Academic Performance (V2),CIS,3.41,1,1,0.68,2011,0
Academic Performance (V2),CIS,4.40,1,1,0.88,2011,0
Academic Performance (V2),CIS,4.05,1,1,0.81,2011,0
Academic Performance (V2),CIS,2.79,1,1,0.56,2011,0
Academic Performance (V2),CIS,4.83,1,1,0.97,2011,0
Academic Performance (V2),CIS,4.68,1,1,0.94,2011,0
Academic Performance (V2),CIS,4.07,1,1,0.81,2011,0
Academic Performance (V2),CIS,4.12,1,1,0.82,2011,0
Academic Performance (V2),CIS,3.91,1,1,0.78,2011,0
Academic Performance (V2),CIS,2.19,1,1,0.44,2013,0
Academic Performance (V2),CIS,2.81,1,1,0.56,2012,0
Academic Performance (V2),CIS,3.80,1,1,0.76,2011,0
Academic Performance (V2),CIS,2.52,1,1,0.5,2013,0
Academic Performance (V2),CIS,3.37,1,1,0.67,2011,0
Academic Performance (V2),CIS,3.34,1,1,0.67,2012,0
Academic Performance (V2),CIS,4.41,1,1,0.88,2012,0
Academic Performance (V2),CIS,3.58,1,1,0.72,2013,0
Academic Performance (V2),CIS,3.44,1,1,0.69,2012,0
Academic Performance (V2),CIS,2.94,1,1,0.59,2012,0
Academic Performance (V2),CIS,1.87,1,1,0.37,2013,0
Academic Performance (V2),CIS,3.86,1,1,0.77,2012,0
Academic Performance (V2),CIS,3.58,1,1,0.72,2013,0
Academic Performance (V2),CIS,3.27,1,1,0.65,2012,0
Academic Performance (V2),CIS,4.28,1,1,0.86,2012,0
Academic Performance (V2),CIS,2.82,1,1,0.56,2012,0
Academic Performance (V2),CIS,3.65,1,1,0.73,2012,0
Academic Performance (V2),CIS,3.36,1,1,0.67,2012,0
Academic Performance (V2),CIS,4.20,1,1,0.84,2012,0
Academic Performance (V2),CIS,3.25,1,1,0.65,2012,0
Academic Performance (V2),CIS,4.52,1,1,0.9,2012,0
Academic Performance (V2),CIS,3.97,1,1,0.79,2012,0
Academic Performance (V2),CIS,3.56,1,1,0.71,2012,0
Academic Performance (V2),CIS,3.16,1,1,0.63,2012,0
Academic Performance (V2),CIS,4.43,1,1,0.89,2012,0
Academic Performance (V2),CIS,4.20,1,1,0.84,2012,0
Academic Performance (V2),CIS,4.00,1,1,0.8,2012,0
Academic Performance (V2),CIS,3.99,1,1,0.8,2012,0
Academic Performance (V2),CIS,3.81,1,1,0.76,2012,0
Academic Performance (V2),CIS,3.92,1,1,0.78,2012,0
Academic Performance (V2),CIS,3.61,1,1,0.72,2012,0
Academic Performance (V2),CIS,3.18,1,1,0.64,2012,0
Academic Performance (V2),CIS,3.81,1,1,0.76,2012,0
Academic Performance (V2),CIS,2.76,1,1,0.55,2013,0
Academic Performance (V2),CIS,4.52,1,1,0.9,2012,0
Academic Performance (V2),CIS,3.53,1,1,0.71,2012,0
Academic Performance (V2),CIS,2.08,1,1,0.42,2013,0
Academic Performance (V2),CIS,4.49,1,1,0.9,2012,0
Academic Performance (V2),CIS,3.27,1,1,0.65,2012,0
Academic Performance (V2),CIS,2.52,1,1,0.5,2013,0
Academic Performance (V2),CIS,3.18,1,1,0.64,2012,0
Academic Performance (V2),CIS,3.88,1,1,0.78,2012,0
Academic Performance (V2),CIS,4.35,1,1,0.87,2012,0
Academic Performance (V2),CIS,3.23,1,1,0.65,2012,0
Academic Performance (V2),CIS,3.86,1,1,0.77,2012,0
Academic Performance (V2),CIS,2.74,1,1,0.55,2012,0
Academic Performance (V2),CIS,3.78,1,1,0.76,2012,0
Academic Performance (V2),CIS,4.50,1,1,0.9,2012,0
Academic Performance (V2),CIS,4.36,1,1,0.87,2012,0
Academic Performance (V2),CIS,2.66,1,1,0.53,2013,0
Academic Performance (V2),CIS,4.25,1,1,0.85,2012,0
Academic Performance (V2),CIS,3.52,1,1,0.7,2012,0
Academic Performance (V2),CIS,4.03,1,1,0.81,2012,0
Academic Performance (V2),CIS,3.63,1,1,0.73,2013,0
Academic Performance (V2),CIS,3.32,1,1,0.66,2012,0
Academic Performance (V2),CIS,3.67,1,1,0.73,2012,0
Academic Performance (V2),CIS,2.60,1,1,0.52,2013,0
Academic Performance (V2),CIS,3.83,1,1,0.77,2012,0
Academic Performance (V2),CIS,4.31,1,1,0.86,2012,0
Academic Performance (V2),CIS,3.14,1,1,0.63,2012,0
Academic Performance (V2),CIS,2.65,1,1,0.53,2013,0
Academic Performance (V2),CIS,3.38,1,1,0.68,2012,0
Academic Performance (V2),CIS,3.27,1,1,0.65,2012,0
Academic Performance (V2),CIS,3.77,1,1,0.75,2012,0
Academic Performance (V2),CIS,4.36,1,1,0.87,2012,0
Academic Performance (V2),CIS,3.25,1,1,0.65,2012,0
Academic Performance (V2),CIS,3.33,1,1,0.67,2012,0
Academic Performance (V2),CIS,4.38,1,1,0.88,2012,0
Academic Performance (V2),CIS,3.91,1,1,0.78,2012,0
Academic Performance (V2),CIS,2.55,1,1,0.51,2013,0
Academic Performance (V2),CIS,2.18,1,1,0.44,2013,0
Academic Performance (V2),CIS,3.50,1,1,0.7,2012,0
Academic Performance (V2),CIS,4.25,1,1,0.85,2012,0
Academic Performance (V2),CIS,3.44,1,1,0.69,2012,0
Academic Performance (V2),CIS,2.66,1,1,0.53,2014,0
Academic Performance (V2),CIS,2.88,1,1,0.58,2012,0
Academic Performance (V2),CIS,4.62,1,1,0.92,2012,0
Academic Performance (V2),CIS,2.37,1,1,0.47,2013,0
Academic Performance (V2),CIS,3.14,1,1,0.63,2014,0
Academic Performance (V2),CIS,3.05,1,1,0.61,2012,0
Academic Performance (V2),CIS,2.94,1,1,0.59,2012,0
Academic Performance (V2),CIS,3.32,1,1,0.66,2012,0
Academic Performance (V2),CIS,3.18,1,1,0.64,2012,0
Academic Performance (V2),CIS,3.87,1,1,0.77,2012,0
Academic Performance (V2),CIS,3.23,1,1,0.65,2013,0
Academic Performance (V2),CIS,3.91,1,1,0.78,2012,0
Academic Performance (V2),CIS,3.43,1,1,0.69,2013,0
Academic Performance (V2),CIS,4.15,1,1,0.83,2013,0
Academic Performance (V2),CIS,2.97,1,1,0.59,2013,0
Academic Performance (V2),CIS,3.66,1,1,0.73,2013,0
Academic Performance (V2),CIS,2.29,1,1,0.46,2014,0
Academic Performance (V2),CIS,2.86,1,1,0.57,2013,0
Academic Performance (V2),CIS,3.91,1,1,0.78,2013,0
Academic Performance (V2),CIS,2.00,1,1,0.4,2014,0
Academic Performance (V2),CIS,4.49,1,1,0.9,2013,0
Academic Performance (V2),CIS,3.54,1,1,0.71,2013,0
Academic Performance (V2),CIS,3.59,1,1,0.72,2013,0
Academic Performance (V2),CIS,4.01,1,1,0.8,2013,0
Academic Performance (V2),CIS,3.64,1,1,0.73,2013,0
Academic Performance (V2),CIS,3.74,1,1,0.75,2013,0
Academic Performance (V2),CIS,4.20,1,1,0.84,2013,0
Academic Performance (V2),CIS,3.63,1,1,0.73,2013,0
Academic Performance (V2),CIS,2.93,1,1,0.59,2013,0
Academic Performance (V2),CIS,4.20,1,1,0.84,2013,0
Academic Performance (V2),CIS,3.79,1,1,0.76,2013,0
Academic Performance (V2),CIS,3.21,1,1,0.64,2013,0
Academic Performance (V2),CIS,3.02,1,1,0.6,2013,0
Academic Performance (V2),CIS,3.59,1,1,0.72,2013,0
Academic Performance (V2),CIS,4.17,1,1,0.83,2013,0
Academic Performance (V2),CIS,3.36,1,1,0.67,2013,0
Academic Performance (V2),CIS,3.92,1,1,0.78,2013,0
Academic Performance (V2),CIS,3.48,1,1,0.7,2013,0
Academic Performance (V2),CIS,3.70,1,1,0.74,2013,0
Academic Performance (V2),CIS,2.55,1,1,0.51,2013,0
Academic Performance (V2),CIS,3.89,1,1,0.78,2013,0
Academic Performance (V2),CIS,3.19,1,1,0.64,2013,0
Academic Performance (V2),CIS,2.56,1,1,0.51,2013,0
Academic Performance (V2),CIS,2.22,1,1,0.44,2013,0
Academic Performance (V2),CIS,3.88,1,1,0.78,2013,0
Academic Performance (V2),CIS,3.68,1,1,0.74,2013,0
Academic Performance (V2),CIS,2.24,1,1,0.45,2013,0
Academic Performance (V2),CIS,3.22,1,1,0.64,2013,0
Academic Performance (V2),CIS,3.49,1,1,0.7,2013,0
Academic Performance (V2),CIS,3.88,1,1,0.78,2013,0
Academic Performance (V2),CIS,4.71,1,1,0.94,2013,0
Academic Performance (V2),CIS,3.84,1,1,0.77,2013,0
Academic Performance (V2),CIS,4.44,1,1,0.89,2013,0
Academic Performance (V2),CIS,2.51,1,1,0.5,2014,0
Academic Performance (V2),CIS,3.94,1,1,0.79,2013,0
Academic Performance (V2),CIS,3.41,1,1,0.68,2013,0
Academic Performance (V2),CIS,3.07,1,1,0.61,2013,0
Academic Performance (V2),CIS,4.54,1,1,0.91,2013,0
Academic Performance (V2),CIS,3.13,1,1,0.63,2013,0
Academic Performance (V2),CIS,3.37,1,1,0.67,2013,0
Academic Performance (V2),CIS,2.86,1,1,0.57,2014,0
Academic Performance (V2),CIS,4.80,1,1,0.96,2013,0
Academic Performance (V2),CIS,2.11,1,1,0.42,2013,0
Academic Performance (V2),CIS,3.89,1,1,0.78,2013,0
Academic Performance (V2),CIS,2.67,1,1,0.53,2013,0
Academic Performance (V2),CIS,4.73,1,1,0.95,2013,0
Academic Performance (V2),CIS,2.28,1,1,0.46,2014,0
Academic Performance (V2),CIS,3.50,1,1,0.7,2013,0
Academic Performance (V2),CIS,3.34,1,1,0.67,2013,0
Academic Performance (V2),CIS,3.99,1,1,0.8,2013,0
Academic Performance (V2),CIS,4.75,1,1,0.95,2013,0
Academic Performance (V2),CIS,3.20,1,1,0.64,2013,0
Academic Performance (V2),CIS,3.02,1,1,0.6,2013,0
Academic Performance (V2),CIS,2.84,1,1,0.57,2013,0
Academic Performance (V2),CIS,3.78,1,1,0.76,2013,0
Academic Performance (V2),CIS,2.61,1,1,0.52,2014,0
Academic Performance (V2),CIS,3.74,1,1,0.75,2013,0
Academic Performance (V2),CIS,4.04,1,1,0.81,2013,0
Academic Performance (V2),CIS,2.63,1,1,0.53,2013,0
Academic Performance (V2),CIS,3.75,1,1,0.75,2013,0
Academic Performance (V2),CIS,4.19,1,1,0.84,2013,0
Academic Performance (V2),CIS,2.74,1,1,0.55,2013,0
Academic Performance (V2),CIS,4.61,1,1,0.92,2013,0
Academic Performance (V2),CIS,4.44,1,1,0.89,2013,0
Academic Performance (V2),CIS,4.75,1,1,0.95,2013,0
Academic Performance (V2),CIS,4.84,1,1,0.97,2013,0
Academic Performance (V2),CIS,4.28,1,1,0.86,2013,0
Academic Performance (V2),CIS,3.01,1,1,0.6,2013,0
Academic Performance (V2),CIS,4.60,1,1,0.92,2013,0
Academic Performance (V2),CIS,4.13,1,1,0.83,2013,0
Academic Performance (V2),CIS,3.35,1,1,0.67,2013,0
Academic Performance (V2),CIS,2.74,1,1,0.55,2013,0
Academic Performance (V2),CIS,3.94,1,1,0.79,2013,0
Academic Performance (V2),CIS,2.23,1,1,0.45,2013,0
Academic Performance (V2),CIS,2.71,1,1,0.54,2013,0
Academic Performance (V2),CIS,4.16,1,1,0.83,2013,0
Academic Performance (V2),CIS,4.37,1,1,0.87,2013,0
Academic Performance (V2),CIS,4.28,1,1,0.86,2013,0
Academic Performance (V2),CIS,4.02,1,1,0.8,2013,0
Academic Performance (V2),CIS,3.22,1,1,0.64,2013,0
Academic Performance (V2),CIS,3.74,1,1,0.75,2013,0
Academic Performance (V2),CIS,2.46,1,1,0.49,2014,0
Academic Performance (V2),CIS,2.93,1,1,0.59,2013,0
Academic Performance (V2),CIS,2.81,1,1,0.56,2013,0
Academic Performance (V2),CIS,3.69,1,1,0.74,2013,0
Academic Performance (V2),CIS,3.68,1,1,0.74,2013,0
Academic Performance (V2),CIS,4.10,1,1,0.82,2014,0
Academic Performance (V2),CIS,3.77,1,1,0.75,2014,0
Academic Performance (V2),CIS,4.76,1,1,0.95,2014,0
Academic Performance (V2),CIS,3.36,1,1,0.67,2014,0
Academic Performance (V2),CIS,4.22,1,1,0.84,2014,0
Academic Performance (V2),CIS,4.40,1,1,0.88,2014,0
Academic Performance (V2),CIS,3.39,1,1,0.68,2014,0
Academic Performance (V2),CIS,3.64,1,1,0.73,2014,0
Academic Performance (V2),CIS,3.75,1,1,0.75,2014,0
Academic Performance (V2),CIS,4.79,1,1,0.96,2014,0
Academic Performance (V2),CIS,4.20,1,1,0.84,2014,0
Academic Performance (V2),CIS,3.94,1,1,0.79,2014,0
Academic Performance (V2),CIS,4.03,1,1,0.81,2014,0
Academic Performance (V2),CIS,3.69,1,1,0.74,2014,0
Academic Performance (V2),CIS,4.72,1,1,0.94,2014,0
Academic Performance (V2),CIS,3.62,1,1,0.72,2014,0
Academic Performance (V2),CIS,4.61,1,1,0.92,2014,0
Academic Performance (V2),CIS,4.71,1,1,0.94,2014,0
Academic Performance (V2),CIS,3.66,1,1,0.73,2014,0
Academic Performance (V2),CIS,3.94,1,1,0.79,2014,0
Academic Performance (V2),CIS,3.25,1,1,0.65,2014,0
Academic Performance (V2),CIS,3.13,1,1,0.63,2014,0
Academic Performance (V2),CIS,3.58,1,1,0.72,2014,0
Academic Performance (V2),CIS,3.91,1,1,0.78,2014,0
Academic Performance (V2),CIS,3.33,1,1,0.67,2014,0
Academic Performance (V2),CIS,3.08,1,1,0.62,2014,0
Academic Performance (V2),CIS,4.32,1,1,0.86,2014,0
Academic Performance (V2),CIS,3.39,1,1,0.68,2014,0
Academic Performance (V2),CIS,3.99,1,1,0.8,2014,0
Academic Performance (V2),CIS,3.91,1,1,0.78,2014,0
Academic Performance (V2),CIS,4.99,1,1,1,2014,0
Academic Performance (V2),CIS,3.66,1,1,0.73,2014,0
Academic Performance (V2),CIS,3.63,1,1,0.73,2014,0
Academic Performance (V2),CIS,3.54,1,1,0.71,2014,0
Academic Performance (V2),CIS,3.90,1,1,0.78,2014,0
Academic Performance (V2),CIS,3.70,1,1,0.74,2014,0
Academic Performance (V2),CIS,3.55,1,1,0.71,2014,0
Academic Performance (V2),MIS,1.69,7,7,0.34,2011,0
Academic Performance (V2),MIS,1.69,7,7,0.34,2010,0
Academic Performance (V2),MIS,1.52,7,7,0.3,2010,0
Academic Performance (V2),MIS,2.23,7,7,0.45,2011,0
Academic Performance (V2),MIS,1.72,7,7,0.34,2010,0
Academic Performance (V2),MIS,1.87,7,7,0.37,2011,0
Academic Performance (V2),MIS,3.15,7,7,0.63,2011,0
Academic Performance (V2),MIS,2.72,7,7,0.54,2010,0
Academic Performance (V2),MIS,2.47,7,7,0.49,2010,0
Academic Performance (V2),MIS,2.38,7,7,0.48,2010,0
Academic Performance (V2),MIS,1.94,7,7,0.39,2011,0
Academic Performance (V2),MIS,2.33,7,7,0.47,2011,0
Academic Performance (V2),MIS,2.22,7,7,0.44,2010,0
Academic Performance (V2),MIS,2.60,7,7,0.52,2010,0
Academic Performance (V2),MIS,1.97,7,7,0.39,2011,0
Academic Performance (V2),MIS,2.93,7,7,0.59,2012,0
Academic Performance (V2),MIS,3.08,7,7,0.62,2011,0
Academic Performance (V2),MIS,3.65,7,7,0.73,2010,0
Academic Performance (V2),MIS,3.00,7,7,0.6,2012,0
Academic Performance (V2),MIS,2.69,7,7,0.54,2010,0
Academic Performance (V2),MIS,2.44,7,7,0.49,2013,0
Academic Performance (V2),MIS,3.46,7,7,0.69,2010,0
Academic Performance (V2),MIS,3.58,7,7,0.72,2010,0
Academic Performance (V2),MIS,4.21,7,7,0.84,2010,0
Academic Performance (V2),MIS,2.92,7,7,0.58,2010,0
Academic Performance (V2),MIS,4.29,7,7,0.86,2010,0
Academic Performance (V2),MIS,3.27,7,7,0.65,2010,0
Academic Performance (V2),MIS,3.52,7,7,0.7,2010,0
Academic Performance (V2),MIS,3.30,7,7,0.66,2010,0
Academic Performance (V2),MIS,2.92,7,7,0.58,2011,0
Academic Performance (V2),MIS,3.23,7,7,0.65,2011,0
Academic Performance (V2),MIS,4.57,7,7,0.91,2011,0
Academic Performance (V2),MIS,4.01,7,7,0.8,2011,0
Academic Performance (V2),MIS,4.01,7,7,0.8,2011,0
Academic Performance (V2),MIS,2.45,7,7,0.49,2011,0
Academic Performance (V2),MIS,2.65,7,7,0.53,2012,0
Academic Performance (V2),MIS,3.94,7,7,0.79,2011,0
Academic Performance (V2),MIS,3.48,7,7,0.7,2011,0
Academic Performance (V2),MIS,4.11,7,7,0.82,2011,0
Academic Performance (V2),MIS,2.59,7,7,0.52,2011,0
Academic Performance (V2),MIS,3.19,7,7,0.64,2011,0
Academic Performance (V2),MIS,2.11,7,7,0.42,2012,0
Academic Performance (V2),MIS,3.80,7,7,0.76,2011,0
Academic Performance (V2),MIS,3.43,7,7,0.69,2011,0
Academic Performance (V2),MIS,4.05,7,7,0.81,2011,0
Academic Performance (V2),MIS,2.40,7,7,0.48,2011,0
Academic Performance (V2),MIS,2.90,7,7,0.58,2011,0
Academic Performance (V2),MIS,2.76,7,7,0.55,2011,0
Academic Performance (V2),MIS,3.13,7,7,0.63,2011,0
Academic Performance (V2),MIS,3.18,7,7,0.64,2011,0
Academic Performance (V2),MIS,4.23,7,7,0.85,2011,0
Academic Performance (V2),MIS,2.19,7,7,0.44,2012,0
Academic Performance (V2),MIS,3.28,7,7,0.66,2011,0
Academic Performance (V2),MIS,3.99,7,7,0.8,2011,0
Academic Performance (V2),MIS,2.47,7,7,0.49,2014,0
Academic Performance (V2),MIS,3.97,7,7,0.79,2011,0
Academic Performance (V2),MIS,3.89,7,7,0.78,2011,0
Academic Performance (V2),MIS,3.11,7,7,0.62,2011,0
Academic Performance (V2),MIS,3.37,7,7,0.67,2011,0
Academic Performance (V2),MIS,2.41,7,7,0.48,2011,0
Academic Performance (V2),MIS,2.41,7,7,0.48,2011,0
Academic Performance (V2),MIS,3.24,7,7,0.65,2011,0
Academic Performance (V2),MIS,4.38,7,7,0.88,2011,0
Academic Performance (V2),MIS,3.22,7,7,0.64,2011,0
Academic Performance (V2),MIS,2.31,7,7,0.46,2011,0
Academic Performance (V2),MIS,3.77,7,7,0.75,2011,0
Academic Performance (V2),MIS,4.17,7,7,0.83,2011,0
Academic Performance (V2),MIS,3.73,7,7,0.75,2011,0
Academic Performance (V2),MIS,4.21,7,7,0.84,2011,0
Academic Performance (V2),MIS,3.62,7,7,0.72,2011,0
Academic Performance (V2),MIS,2.76,7,7,0.55,2011,0
Academic Performance (V2),MIS,3.23,7,7,0.65,2011,0
Academic Performance (V2),MIS,2.51,7,7,0.5,2011,0
Academic Performance (V2),MIS,4.15,7,7,0.83,2011,0
Academic Performance (V2),MIS,3.62,7,7,0.72,2011,0
Academic Performance (V2),MIS,2.45,7,7,0.49,2011,0
Academic Performance (V2),MIS,3.88,7,7,0.78,2011,0
Academic Performance (V2),MIS,4.53,7,7,0.91,2011,0
Academic Performance (V2),MIS,2.65,7,7,0.53,2011,0
Academic Performance (V2),MIS,4.68,7,7,0.94,2011,0
Academic Performance (V2),MIS,2.79,7,7,0.56,2013,0
Academic Performance (V2),MIS,2.66,7,7,0.53,2012,0
Academic Performance (V2),MIS,2.16,7,7,0.43,2012,0
Academic Performance (V2),MIS,3.16,7,7,0.63,2011,0
Academic Performance (V2),MIS,3.03,7,7,0.61,2011,0
Academic Performance (V2),MIS,2.08,7,7,0.42,2012,0
Academic Performance (V2),MIS,3.40,7,7,0.68,2011,0
Academic Performance (V2),MIS,3.68,7,7,0.74,2011,0
Academic Performance (V2),MIS,2.29,7,7,0.46,2011,0
Academic Performance (V2),MIS,1.77,7,7,0.35,2013,0
Academic Performance (V2),MIS,3.42,7,7,0.68,2011,0
Academic Performance (V2),MIS,3.23,7,7,0.65,2011,0
Academic Performance (V2),MIS,4.07,7,7,0.81,2011,0
Academic Performance (V2),MIS,2.66,7,7,0.53,2011,0
Academic Performance (V2),MIS,4.06,7,7,0.81,2011,0
Academic Performance (V2),MIS,3.24,7,7,0.65,2011,0
Academic Performance (V2),MIS,2.45,7,7,0.49,2011,0
Academic Performance (V2),MIS,3.10,7,7,0.62,2011,0
Academic Performance (V2),MIS,3.38,7,7,0.68,2011,0
Academic Performance (V2),MIS,3.22,7,7,0.64,2011,0
Academic Performance (V2),MIS,4.45,7,7,0.89,2011,0
Academic Performance (V2),MIS,3.11,7,7,0.62,2011,0
